,2P,2P.1,2PA,3P,3P.1,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,Player,STL,TOV,TRB,Year,Traded,Pos_C,Pos_C-PF,Pos_C-SF,Pos_F,Pos_G-F,Pos_PF,Pos_PF-C,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-PF,Pos_SF-SG,Pos_SG,Pos_SG-PF,Pos_SG-PG,Pos_SG-SF
10,1.9,0.411,4.6,1.3,0.387,3.4,3.2,29,0.2,1.3,3.2,0.401,8.1,1.2,0.874,1.3,72,12,21.6,0.6,2,9,Aaron Brooks,0.7,1.6,1.9,2014.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,1.7,0.507,3.3,0,0.0,0,0.7,23,0.3,1.6,1.7,0.505,3.3,0.9,0.566,1.6,61,1,10,1.1,1.9,4.3,Aaron Gray,0.3,0.9,2.8,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1.4,0.488,3,0,0.0,0,0.8,24,0.3,2.4,1.4,0.485,3,0.6,0.576,1.1,56,18,12.8,1.5,2.4,3.5,Aaron Gray,0.3,0.7,3.9,2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.3,0.512,2.6,0,0.0,0,0.7,25,0.3,1.9,1.3,0.512,2.6,0.6,0.714,0.9,32,0,9.7,1.4,1.7,3.3,Aaron Gray,0.3,0.6,3.3,2010.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1.4,0.566,2.4,0,0.0,0,0.4,26,0.3,2.7,1.4,0.566,2.4,0.4,0.5,0.8,41,6,13,1.4,2.3,3.1,Aaron Gray,0.3,0.8,4.2,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1.7,0.516,3.3,0,0.0,0,0.6,27,0.3,4,1.7,0.516,3.3,0.5,0.532,1,49,40,16.6,1.7,2.6,3.9,Aaron Gray,0.4,1,5.7,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1.1,0.533,2.1,0,0.0,0,0.8,28,0.1,2,1.1,0.533,2.1,0.5,0.523,1,42,16,12.2,1.1,2,2.8,Aaron Gray,0.2,0.9,3.2,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.7,0.45,1.6,0,0.0,0,0.6,29,0.2,1.9,0.7,0.443,1.6,0.3,0.55,0.5,37,6,9.6,1.1,1.7,1.8,Aaron Gray,0.3,0.8,3,2014.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.6,0.513,1.2,0.3,0.323,0.9,1.5,32,0.3,2.2,0.9,0.43,2.1,0.1,0.625,0.2,68,3,16.4,0.3,1.7,2.2,Aaron McKie,0.7,0.5,2.5,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,0.2,0.3,0.7,0,0.0,0.1,0.8,33,0,1.2,0.2,0.25,0.9,0.1,0.5,0.1,14,0,8.6,0.2,0.5,0.5,Aaron McKie,0.4,0.1,1.4,2006.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,1.1,0.647,1.7,0,0.0,0,1.3,34,0,1.7,1.1,0.647,1.7,0,,0,10,0,13.1,0.1,1.4,2.2,Aaron McKie,0.4,0.8,1.8,2007.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,0.3,0.333,0.9,0,0.0,0,1.3,22,0.1,0.7,0.3,0.333,0.9,0.2,1,0.2,19,0,6.2,0,0.7,0.8,Aaron Miles,0.2,0.6,0.7,2006.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,0.7,0.46,1.5,0,0.0,0,0.2,33,0.2,1,0.7,0.46,1.5,0.4,0.882,0.4,42,4,7.5,0.4,1.7,1.7,Aaron Williams,0.1,0.4,1.4,2005.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1.9,0.517,3.7,0,0.0,0,0.4,34,0.4,2.4,1.9,0.517,3.7,0.8,0.69,1.2,48,5,16.5,1.3,2.9,4.6,Aaron Williams,0.4,0.6,3.8,2006.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.8,0.558,1.4,0,0.0,0,0.2,35,0.4,1.5,0.8,0.547,1.4,0.5,0.818,0.6,38,7,9.8,0.7,1.5,2,Aaron Williams,0.2,0.5,2.2,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,0.9,0.491,1.8,0,0.0,0,0.3,36,0.5,1.5,0.9,0.491,1.8,0.5,0.778,0.6,30,5,9.9,0.5,1.5,2.3,Aaron Williams,0.4,0.4,2,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1.6,0.433,3.6,0.1,0.206,0.6,2,23,0,0.8,1.7,0.401,4.2,0.7,0.792,0.9,56,6,15.4,0.2,1.3,4.2,Acie Law,0.5,1,1,2008.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,0.8,0.391,2,0.2,0.31,0.5,1.6,24,0.1,0.9,0.9,0.374,2.5,0.9,0.817,1.1,55,1,10.2,0.1,0.8,2.9,Acie Law,0.2,0.5,1.1,2009.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,1.2,0.508,2.3,0.2,0.313,0.6,1,25,0,0.5,1.3,0.467,2.9,1.5,0.776,1.9,26,1,9,0.1,0.6,4.3,Acie Law,0.4,0.7,0.7,2010.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,1.5,0.5,2.9,0.1,0.167,0.7,1.6,26,0,1,1.6,0.435,3.6,0.9,0.734,1.3,51,0,14.2,0.2,1.2,4.2,Acie Law,0.6,0.8,1.2,2011.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,3.4,0.391,8.8,1.1,0.337,3.3,2.1,22,0.1,2.3,4.6,0.376,12.1,1.5,0.71,2.2,78,23,29.8,0.7,2.3,11.8,Adam Morrison,0.4,1.7,2.9,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,0.9,0.378,2.4,0.6,0.333,1.8,0.8,24,0.1,1.2,1.5,0.359,4.3,0.3,0.739,0.4,52,5,13.7,0.3,1.5,4,Adam Morrison,0.2,0.6,1.5,2009.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,0.9,0.422,2.1,0.2,0.238,0.7,0.6,25,0.1,0.7,1,0.376,2.7,0.2,0.625,0.3,31,0,7.8,0.3,0.5,2.4,Adam Morrison,0.1,0.3,1,2010.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,2,0.502,4,0,0.0,0,0.7,29,2,3.4,2,0.502,4,0.5,0.556,0.9,78,50,21.8,2.1,2.6,4.5,Adonal Foyle,0.3,0.7,5.5,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,0.507,3.9,0,0.0,0,0.4,30,1.6,3.6,2,0.507,3.9,0.5,0.612,0.9,77,72,23.7,1.9,2.8,4.5,Adonal Foyle,0.6,1,5.5,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,0.565,1.8,0,0.0,0,0.4,31,1,1.6,1,0.565,1.8,0.2,0.44,0.5,48,6,9.9,1.1,1.3,2.2,Adonal Foyle,0.2,0.5,2.6,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.9,0.458,1.9,0,0.0,0,0.2,32,0.5,1.7,0.9,0.458,1.9,0.2,0.471,0.4,82,0,9.4,0.9,1.1,1.9,Adonal Foyle,0.2,0.4,2.5,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.7,0.636,1.1,0,0.0,0,0.1,33,0.8,1.7,0.7,0.636,1.1,0.3,0.5,0.6,10,0,6.2,0.9,0.5,1.7,Adonal Foyle,0,0.3,2.6,2009.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.8,0.556,1.5,0.2,0.2,0.8,0.5,20,0,0.5,1,0.429,2.3,0.2,1,0.2,6,1,6.2,0,1,2.3,Adonis Thomas,0,0.2,0.5,2014.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0.8,0.368,2.2,0,0.222,0.1,0.8,30,0.1,1.4,0.8,0.36,2.3,0.5,0.75,0.6,69,1,9.7,0.8,1.1,2.2,Adrian Griffin,0.6,0.4,2.1,2005.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,1.9,0.485,3.9,0,0.0,0,1.7,31,0.2,2.9,1.9,0.48,3.9,0.8,0.774,1,52,45,23.9,1.4,2.2,4.6,Adrian Griffin,1,0.8,4.4,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,1.1,0.496,2.3,0,0.0,0.1,1.1,32,0.1,1.3,1.1,0.473,2.4,0.3,0.789,0.4,54,1,10.8,0.7,1.4,2.5,Adrian Griffin,0.6,0.7,2,2007.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0.9,0.395,2.2,0,0.0,0,0.8,33,0.1,0.9,0.9,0.395,2.2,0.1,0.556,0.3,35,2,8.8,0.8,0.8,1.9,Adrian Griffin,0.5,0.6,1.7,2008.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,6.6,0.479,13.8,0.2,0.216,1.1,3.2,24,0.2,4.8,6.9,0.459,14.9,3.6,0.672,5.3,66,66,38.6,2.2,3.8,17.5,Al Harrington,1.3,3.1,7,2005.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,6.4,0.471,13.5,0.9,0.346,2.5,3.1,25,0.2,5.1,7.3,0.452,16.1,3.2,0.694,4.6,76,76,36.6,1.7,4,18.6,Al Harrington,1.1,2.6,6.9,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,4.7,0.466,10.1,1.6,0.433,3.8,1.9,26,0.3,4.4,6.3,0.457,13.9,2.2,0.694,3.1,78,78,32.9,1.9,3.4,16.5,Al Harrington,0.8,2.2,6.4,2007.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,3.1,0.482,6.4,1.9,0.375,5,1.6,27,0.2,4.1,5,0.434,11.4,1.8,0.774,2.3,81,59,27,1.3,3.3,13.6,Al Harrington,0.9,1.1,5.4,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4.9,0.487,10.2,2.3,0.364,6.4,1.4,28,0.3,4.9,7.3,0.439,16.6,3.2,0.793,4,73,56,34.9,1.4,3.1,20.1,Al Harrington,1.2,2.2,6.2,2009.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,4.3,0.496,8.6,1.9,0.342,5.7,1.5,29,0.4,4.4,6.2,0.435,14.3,3.3,0.757,4.4,72,15,30.5,1.2,2.9,17.7,Al Harrington,0.9,1.8,5.6,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,2.2,0.473,4.8,1.6,0.357,4.5,1.4,30,0.1,3.5,3.8,0.416,9.2,1.2,0.735,1.6,73,3,22.8,1,2.8,10.5,Al Harrington,0.5,1.5,4.5,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,3.8,0.519,7.3,1.6,0.333,4.7,1.4,31,0.2,5,5.4,0.446,12.1,1.9,0.676,2.8,64,1,27.5,1.1,2.8,14.2,Al Harrington,0.9,1.8,6.1,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,1.2,0.444,2.7,0.8,0.267,3,1,32,0.1,2.1,2,0.351,5.7,0.3,0.75,0.4,10,0,11.9,0.6,1.8,5.1,Al Harrington,0.4,0.7,2.7,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1.4,0.449,3.1,1,0.34,2.9,0.8,33,0,1.9,2.4,0.396,6.1,0.8,0.771,1,34,0,15,0.4,2.1,6.6,Al Harrington,0.4,1,2.4,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,4.1,0.502,8.2,0,0.0,0.1,1.5,21,0.9,6.6,4.1,0.499,8.2,1.9,0.731,2.6,81,77,31.4,3.1,3.3,10.1,Al Horford,0.7,1.7,9.7,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,4.7,0.526,8.9,0,0.0,0,2.4,22,1.4,7.1,4.7,0.525,8.9,2.2,0.727,3.1,67,67,33.5,2.2,2.8,11.5,Al Horford,0.8,1.5,9.3,2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,5.8,0.551,10.4,0,1.0,0,2.3,23,1.1,7,5.8,0.551,10.5,2.6,0.789,3.3,81,81,35.1,2.9,2.8,14.2,Al Horford,0.7,1.5,9.9,2010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,6.6,0.557,11.9,0,0.5,0.1,3.5,24,1,7,6.7,0.557,12,1.9,0.798,2.4,77,77,35.1,2.4,2.5,15.3,Al Horford,0.8,1.5,9.3,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,5.2,0.559,9.3,0,0.0,0.1,2.2,25,1.3,4.6,5.2,0.553,9.4,2,0.733,2.7,11,11,31.6,2.4,1.9,12.4,Al Horford,0.9,1.5,7,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,7.7,0.544,14.2,0,0.5,0.1,3.2,26,1.1,7.6,7.8,0.543,14.3,1.8,0.644,2.8,74,74,37.2,2.6,2.2,17.4,Al Horford,1.1,2,10.2,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,8.1,0.572,14.1,0.1,0.364,0.4,2.6,27,1.5,6.1,8.2,0.567,14.5,2,0.682,2.9,29,29,33,2.3,1.9,18.6,Al Horford,0.9,2.2,8.4,2014.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2.7,0.533,5.2,0,0.0,0,0.3,20,0.8,2.7,2.7,0.528,5.2,1.2,0.63,1.9,71,1,14.8,1.7,2.7,6.7,Al Jefferson,0.3,0.9,4.4,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,3.2,0.504,6.4,0,0.0,0.1,0.5,21,0.8,3.4,3.2,0.499,6.4,1.5,0.642,2.3,59,7,18,1.6,2.8,7.9,Al Jefferson,0.5,1.1,5.1,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62,6.6,0.514,12.8,0,0.0,0,1.3,22,1.5,7.5,6.6,0.514,12.8,2.9,0.681,4.3,69,60,33.6,3.4,3.4,16,Al Jefferson,0.7,2,11,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,8.8,0.502,17.5,0,0.0,0.1,1.4,23,1.5,7.4,8.8,0.5,17.6,3.5,0.721,4.8,82,82,35.6,3.8,2.7,21,Al Jefferson,0.9,2,11.1,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,9.7,0.499,19.4,0,0.0,0.1,1.6,24,1.7,7.5,9.7,0.497,19.5,3.7,0.738,5,50,50,36.7,3.4,2.8,23.1,Al Jefferson,0.8,1.8,11,2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,7.4,0.5,14.8,0,0.0,0.1,1.8,25,1.3,6.9,7.4,0.498,14.8,2.4,0.68,3.5,76,76,32.4,2.4,2.7,17.1,Al Jefferson,0.8,1.8,9.3,2010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,8,0.496,16.1,0,0.0,0,1.8,26,1.9,6.8,8,0.496,16.1,2.7,0.761,3.5,82,82,35.9,2.9,2.9,18.6,Al Jefferson,0.6,1.3,9.7,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,8.4,0.493,17.1,0,0.25,0.1,2.2,27,1.7,7.4,8.5,0.492,17.2,2.2,0.774,2.9,61,61,34,2.2,2.5,19.2,Al Jefferson,0.8,1,9.6,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,7.8,0.5,15.6,0,0.118,0.2,2.1,28,1.1,7.2,7.8,0.494,15.8,2.1,0.77,2.8,78,78,33.1,2,2.2,17.8,Al Jefferson,1,1.3,9.2,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,9.5,0.512,18.6,0,0.2,0.2,2.1,29,1.1,8.7,9.6,0.509,18.8,2.6,0.69,3.8,73,73,35,2.1,2.4,21.8,Al Jefferson,0.9,1.7,10.8,2014.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,4.2,0.447,9.4,0.5,0.331,1.6,1.2,24,0.5,3.3,4.7,0.429,11,2.7,0.743,3.6,79,31,27.3,1.2,2.5,12.7,Al Thornton,0.6,1.6,4.5,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71,6.3,0.462,13.7,0.3,0.253,1.1,1.5,25,0.9,3.5,6.6,0.446,14.8,3.3,0.754,4.4,71,67,37.4,1.7,3.2,16.8,Al Thornton,0.8,1.8,5.2,2009.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72,4.1,0.479,8.6,0.1,0.355,0.4,1.2,26,0.5,2.4,4.3,0.473,9,2,0.725,2.8,75,46,27.7,1.5,2.7,10.7,Al Thornton,0.6,1.4,3.9,2010.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73,2.8,0.496,5.7,0.1,0.154,0.4,0.9,27,0.2,2.2,2.9,0.476,6.1,1.5,0.775,2,71,23,19.5,0.8,2,7.4,Al Thornton,0.5,0.9,3,2011.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,1.4,0.437,3.2,0.6,0.315,1.8,0.7,20,0.3,2.4,2,0.394,5,1.1,0.773,1.5,81,14,17.9,0.9,1.5,5.6,Al-Farouq Aminu,0.7,1.3,3.3,2011.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75,2.1,0.431,4.8,0.2,0.277,0.7,1,21,0.5,3.2,2.3,0.411,5.5,1.3,0.754,1.7,66,21,22.4,1.4,2.1,6,Al-Farouq Aminu,0.9,1.4,4.7,2012.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76,2.9,0.486,6,0.1,0.211,0.3,1.4,22,0.7,5.9,3,0.475,6.2,1.3,0.737,1.8,76,71,27.2,1.8,2,7.3,Al-Farouq Aminu,1.2,1.5,7.7,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,2.8,0.496,5.6,0.2,0.271,0.6,1.4,23,0.5,4.6,2.9,0.474,6.2,1.1,0.664,1.7,80,65,25.6,1.6,1.8,7.2,Al-Farouq Aminu,1,1.1,6.2,2014.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,1.4,0.415,3.4,0.7,0.414,1.6,0.9,23,0.1,1.3,2.1,0.414,5,0.9,0.805,1.1,36,7,15.7,0.6,1.3,5.8,Alan Anderson,0.3,0.9,1.9,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79,1.9,0.525,3.6,0.3,0.25,1.2,1.2,24,0,1.2,2.2,0.457,4.8,1.1,0.826,1.4,17,0,15.1,0.6,1.9,5.8,Alan Anderson,0.4,1.3,1.9,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,1.8,0.383,4.8,1.4,0.393,3.6,1.5,29,0.2,1.5,3.2,0.387,8.4,1.7,0.853,2,17,12,27.1,0.5,2.1,9.6,Alan Anderson,0.3,1.5,2,2012.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81,2.2,0.426,5.1,1.5,0.333,4.4,1.6,30,0.1,1.8,3.6,0.383,9.5,1.9,0.857,2.3,65,2,23,0.5,2,10.7,Alan Anderson,0.7,1.2,2.3,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82,1.4,0.464,3,1.1,0.339,3.2,1,31,0.1,1.7,2.5,0.4,6.2,1.2,0.78,1.5,78,26,22.7,0.5,1.9,7.2,Alan Anderson,0.6,0.8,2.2,2014.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,1.5,0.532,2.8,0,0.0,0,0.3,32,0.5,2.4,1.5,0.527,2.8,0.5,0.539,1,78,10,15.4,2.1,1.9,3.5,Alan Henderson,0.4,0.6,4.5,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,0.9,0.516,1.8,0,0.0,0,0.2,33,0.2,1.5,0.9,0.516,1.8,0.6,0.673,1,51,3,10.4,1.2,1.1,2.5,Alan Henderson,0.2,0.4,2.7,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1.1,0.642,1.8,0,0.0,0,0.3,34,0.3,1.6,1.1,0.642,1.8,0.9,0.702,1.2,38,5,11,1.3,1.6,3.1,Alan Henderson,0.2,0.3,2.8,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,1.2,0.389,3,0.2,0.25,0.7,0,23,0.2,0.7,1.3,0.364,3.7,0.8,0.833,1,6,0,8,0.7,0.3,3.7,Alando Tucker,0,0,1.3,2008.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,1.5,0.449,3.3,0.3,0.348,0.8,0.4,24,0,0.4,1.7,0.43,4,0.9,0.788,1.1,30,1,9.4,0.6,0.5,4.6,Alando Tucker,0.2,0.5,1,2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,1.1,0.5,2.1,0.1,0.143,0.5,0.3,25,0,0.3,1.1,0.436,2.6,1.1,0.762,1.4,15,0,6.4,0.4,0.4,3.4,Alando Tucker,0,0.3,0.7,2010.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,2.3,0.442,5.3,0.3,0.333,0.8,0.9,20,0.1,1.3,2.6,0.429,6.1,1.8,0.727,2.4,59,0,15.9,1,1.4,7.2,Alec Burks,0.5,0.9,2.2,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,2,0.439,4.6,0.5,0.359,1.4,1.4,21,0.2,1.7,2.5,0.42,6.1,1.4,0.713,2,64,0,17.8,0.6,1.8,7,Alec Burks,0.5,1.2,2.3,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,4.2,0.48,8.8,0.6,0.35,1.8,2.7,22,0.2,2.5,4.9,0.457,10.7,3.6,0.748,4.8,78,12,28.1,0.8,2.4,14,Alec Burks,0.9,1.9,3.3,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,0.5,0.316,1.6,0,0.0,0,0.5,28,0.2,1.6,0.5,0.316,1.6,0.6,0.7,0.8,12,6,10.7,0.8,2.7,1.6,Aleksandar Radojevic,0,1.3,2.3,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0.6,0.273,2.2,0.2,0.2,1,0.8,23,0,0.8,0.8,0.25,3.2,0,,0,5,0,7,0.2,0.8,1.8,Alex Acker,0.2,0.8,1,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,0.9,0.411,2.2,0.3,0.35,0.8,0.5,26,0.2,0.6,1.2,0.395,3,0.2,0.5,0.4,25,0,8,0.3,0.4,2.9,Alex Acker,0.2,0.3,1,2009.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,1.6,0.382,4.3,0.6,0.278,2.3,2.3,24,0.1,1,2.3,0.346,6.5,0.4,0.75,0.5,8,3,18.3,0.9,1.9,5.5,Alex Garcia,0.5,1,1.9,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96,0.8,0.423,1.9,0,0.0,0,0.1,20,0.4,1.4,0.8,0.423,1.9,0.5,0.645,0.7,42,3,8.6,0.9,1.6,2,Alex Len,0.1,0.6,2.4,2014.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,,0,0,0.0,0,0,27,0,0,0,,0,0,,0,1,0,0,0,0,0,Alex Scales,0,0,0,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,1.5,0.538,2.9,0,0.0,0,0.3,23,0.6,2.2,1.5,0.538,2.9,1.3,0.661,2,59,19,12.8,0.8,2.3,4.4,Alexander Johnson,0.4,0.8,3.1,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99,1.4,0.488,2.9,0,0.0,0,0.3,24,0.2,1.4,1.4,0.488,2.9,1.3,0.687,1.9,43,6,12.8,0.7,1.9,4.2,Alexander Johnson,0.3,1,2.2,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,2,0.435,4.5,1.1,0.295,3.7,3.7,24,0.4,1.7,3.1,0.372,8.2,1.4,0.72,1.9,77,16,23.9,0.5,1.5,8.6,Alexey Shved,0.7,1.9,2.3,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,0.7,0.341,2.1,0.5,0.294,1.6,1.1,25,0.3,1,1.2,0.321,3.8,1.1,0.756,1.4,63,0,10.5,0.3,0.6,4,Alexey Shved,0.4,0.8,1.3,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,0.8,0.373,2.2,0,0.0,0.1,0.1,20,0.2,0.7,0.8,0.362,2.2,0.6,0.714,0.9,31,4,5.9,0.3,1.1,2.3,Alexis Ajinca,0.2,0.4,1,2009.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,0.8,0.5,1.7,0,0.0,0,0,21,0.2,0.5,0.8,0.5,1.7,0,0,0.2,6,0,5,0.2,0.8,1.7,Alexis Ajinca,0.2,0.3,0.7,2010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1.4,0.475,2.9,0.4,0.353,1,0.3,22,0.6,1.8,1.7,0.444,3.9,0.4,0.722,0.5,34,2,10,0.5,2.1,4.2,Alexis Ajinca,0.3,0.5,2.3,2011.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2.4,0.548,4.4,0,0.0,0,0.7,25,0.8,3.3,2.4,0.546,4.4,1,0.836,1.2,56,30,17,1.7,3.3,5.9,Alexis Ajinca,0.4,1.1,4.9,2014.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2.7,0.432,6.3,1.6,0.388,4,2.1,33,0.1,1,4.3,0.415,10.3,1.8,0.837,2.2,20,11,26.6,0.2,2,11.9,Allan Houston,0.4,1.1,1.2,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
107,1.1,0.364,3,1,0.414,2.5,0.9,22,0.1,1.1,2.1,0.386,5.5,0.9,0.764,1.2,47,5,15.1,0.4,1.8,6.2,Allan Ray,0.4,0.9,1.5,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
